restaurant_name,food_item,description,price,packaging_charge,status,available_from,available_to,item_status,image,main_cat,sub_cat,recommended,ingredients
Curry Idly,Idly (3 Pieces),,30,5,Veg,7:30 AM,10:30 PM,1,,"BreakFast, Lunch & Dinner",,0,
Curry Idly,Dosa,,20,5,Veg,7:30 AM,10:30 PM,1,,"BreakFast, Lunch & Dinner",,0,
Curry Idly,Mutton Dosa,,50,5,Non Veg,7:30 AM,10:30 PM,1,,"BreakFast, Lunch & Dinner",,0,
Curry Idly,Egg Dosa,,30,5,Non Veg,7:30 AM,10:30 PM,1,,"BreakFast, Lunch & Dinner",,0,
Curry Idly,Podi Dosa,,30,5,Veg,7:30 AM,10:30 PM,1,,"BreakFast, Lunch & Dinner",,0,
Curry Idly,Paya Gravy,,100,5,Non Veg,7:30 AM,10:30 PM,1,,"BreakFast, Lunch & Dinner",,0,
Curry Idly,Fish Curry ,,70,5,Non Veg,7:30 AM,10:30 PM,1,,"BreakFast, Lunch & Dinner",,0,
Curry Idly,Keema Vada,,25,5,Non Veg,7:30 AM,10:30 PM,1,,"BreakFast, Lunch & Dinner",,0,
Curry Idly,Naatu Kozhi Curry,,100,5,Non Veg,7:30 AM,10:30 PM,1,,"BreakFast, Lunch & Dinner",,0,
Curry Idly,Mutton Curry,,100,5,Non Veg,7:30 AM,10:30 PM,1,,"BreakFast, Lunch & Dinner",,0,
Curry Idly,Dry Fish Curry,,70,5,Non Veg,7:30 AM,10:30 PM,1,,"BreakFast, Lunch & Dinner",,0,
Curry Idly,Kali/Keerai (Ragi Ball),,40,5,Veg,7:30 AM,10:30 PM,1,,"BreakFast, Lunch & Dinner",,0,
Curry Idly,Idiyappam (4Piece),,30,5,Veg,7:30 AM,10:30 PM,1,,"BreakFast, Lunch & Dinner",,0,
Curry Idly,Meals,,60,10,Veg,12:00PM,3:00PM,1,,Lunch,,0,
Curry Idly,Meals,,120,10,Non Veg,12:00PM,3:00PM,1,,Lunch,,0,
Curry Idly,Mutton Chops,,60,5,Non Veg,12:00PM,10:30PM,0,,Dinner,,0,
Curry Idly,Banana Leaf Fish,,160,5,Non Veg,12:00PM,10:30PM,0,,Dinner,,0,
Curry Idly,Fish Fry,,80,5,Non Veg,12:00PM,10:30PM,1,,Dinner,,0,
Curry Idly,Prawn Fry,,140,5,Non Veg,12:00PM,10:30PM,0,,Dinner,,0,
Curry Idly,Crab Fry,,150,5,Non Veg,12:00PM,10:30PM,0,,Dinner,,0,
Curry Idly,Squid Fry,,180,5,Non Veg,12:00PM,10:30PM,0,,Dinner,,0,
Curry Idly,Hot Sweet,,25,5,Veg,7:30 AM,10:30 PM,1,,Desserts,,0,
Curry Idly,Cold Sweet,,40,5,Veg,7:30 AM,10:30 PM,1,,Desserts,,0,
Curry Idly,Mutton Fry,,140,5,Non Veg,7:30 AM,10:30 PM,0,,"BreakFast, Lunch & Dinner",,0,
Curry Idly,Naatukozhi Fry,,120,5,Non Veg,7:30 AM,10:30 PM,0,,"BreakFast, Lunch & Dinner",,0,
