restaurant_name,food_item,description,price,packaging_charge,status,available_from,available_to,item_status,image,main_cat,sub_cat,recommended,ingredients
Curry Idly,Idly (3 Pieces),,30,,Veg,7:30 AM,10:30 PM,1,,"BreakFast, Lunch & Dinner",,0,
Curry Idly,Dosa,,20,,Veg,7:30 AM,10:30 PM,1,,"BreakFast, Lunch & Dinner",,1,
Curry Idly,Mutton Dosa,,50,,Non Veg,7:30 AM,10:30 PM,1,,"BreakFast, Lunch & Dinner",,0,
Curry Idly,Egg Dosa,,30,,Non Veg,7:30 AM,10:30 PM,1,,"BreakFast, Lunch & Dinner",,0,
Curry Idly,Podi Dosa,,30,,Veg,7:30 AM,10:30 PM,1,,"BreakFast, Lunch & Dinner",,0,
Curry Idly,Paya Gravy,,100,,Non Veg,7:30 AM,10:30 PM,1,,"BreakFast, Lunch & Dinner",,0,
Curry Idly,Fish Curry ,,70,,Non Veg,7:30 AM,10:30 PM,1,,"BreakFast, Lunch & Dinner",,0,
Curry Idly,Keema Vada,,25,,Non Veg,7:30 AM,10:30 PM,1,,"BreakFast, Lunch & Dinner",,1,
Curry Idly,Naatu Kozhi Curry,,100,,Non Veg,7:30 AM,10:30 PM,1,,"BreakFast, Lunch & Dinner",,0,
Curry Idly,Mutton Curry,,100,,Non Veg,7:30 AM,10:30 PM,1,,"BreakFast, Lunch & Dinner",,0,
Curry Idly,Dry Fish Curry,,60,,Non Veg,7:30 AM,10:30 PM,1,,"BreakFast, Lunch & Dinner",,1,
Curry Idly,Kali/Keerai (Wheat Ball),,40,,Veg,7:30 AM,10:30 PM,1,,"BreakFast, Lunch & Dinner",,0,
Curry Idly,Idiyappam,,30,,Veg,7:30 AM,10:30 PM,1,,"BreakFast, Lunch & Dinner",,0,
Curry Idly,Meals,,130,,Non Veg,12:00PM,3:00PM,1,,Lunch,,0,
Curry Idly,Mutton Chops,,60,,Non Veg,6:00PM,10:30PM,1,,Dinner,,1,
Curry Idly,Banana Leaf Fish,,160,,Non Veg,6:00PM,10:30PM,1,,Dinner,,0,
Curry Idly,Fish Fry,,100,,Non Veg,6:00PM,10:30PM,1,,Dinner,,0,
Curry Idly,Prawn Fry,,140,,Non Veg,6:00PM,10:30PM,1,,Dinner,,0,
Curry Idly,Crab Fry,,150,,Non Veg,6:00PM,10:30PM,1,,Dinner,,0,
Curry Idly,Squid Fry,,180,,Non Veg,6:00PM,10:30PM,1,,Dinner,,0,
Curry Idly,Hot Sweet,,25,,Veg,7:30 AM,10:30 PM,1,,Desserts,,0,
Curry Idly,Cold Sweet,,25,,Veg,7:30 AM,10:30 PM,1,,Desserts,,0,
