restaurant_name,food_item,description,price,packaging_charge,status,available_from,available_to,item_status,image,main_cat,sub_cat,recommended,ingredients
Goli  Vada Pav,Classic,,25,5,Veg,10:00AM,10:00PM,1,,VadaPav,,0,
Goli  Vada Pav,Crispy,,30,5,Veg,10:00AM,10:00PM,1,Crispy-Vada-Pav.jpg,VadaPav,,1,
Goli  Vada Pav,Chatpata,,40,5,Veg,10:00AM,10:00PM,1,,VadaPav,,0,
Goli  Vada Pav,Masala,,35,5,Veg,10:00AM,10:00PM,1,,VadaPav,,0,
Goli  Vada Pav,Maharaja,,35,5,Veg,10:00AM,10:00PM,1,Maharaja-Vada-Pav.jpg,VadaPav,,1,
Goli  Vada Pav,Mix Veg,,40,5,Veg,10:00AM,10:00PM,1,,VadaPav,,0,
Goli  Vada Pav,Makkai Palak,,45,5,Veg,10:00AM,10:00PM,1,,VadaPav,,0,
Goli  Vada Pav,Paneer Supreme,,60,5,Veg,10:00AM,10:00PM,1,,VadaPav,,0,
Goli  Vada Pav,Crunchy,,55,5,Veg,10:00AM,10:00PM,1,Crunchy-Roll.jpg,Rolls,,1,
Goli  Vada Pav,Makka Palak,,65,5,Veg,10:00AM,10:00PM,1,,Rolls,,0,
Goli  Vada Pav,Paneer,,80,5,Veg,10:00AM,10:00PM,1,,Rolls,,0,
Goli  Vada Pav,Sabudana Vada,,30,5,Veg,10:00AM,10:00PM,1,,Sides,,0,
Goli  Vada Pav,Chilli Garlic Pot Shots,,30,5,Veg,10:00AM,10:00PM,1,,Sides,,0,
Goli  Vada Pav,Cheese Corn Balls,,50,5,Veg,10:00AM,10:00PM,1,,Sides,,0,
Goli  Vada Pav,Chatakha Fries,,55,5,Veg,10:00AM,10:00PM,1,Chatka-Fries.jpg,Sides,,1,
Goli  Vada Pav,Missal Pav,,60,5,Veg,10:00AM,10:00PM,1,,Sides,,0,
Goli  Vada Pav,Pav Bhaji,,75,5,Veg,10:00AM,10:00PM,1,,Sides,,0,
Goli  Vada Pav,Choco X-Tasy,,60,5,Veg,10:00AM,10:00PM,1,,Deserts,,0,
Goli  Vada Pav,Cheese,,15,5,Veg,10:00AM,10:00PM,1,,Toppings,,0,
Goli  Vada Pav,Mayonnaise,,15,5,Veg,10:00AM,10:00PM,1,,Toppings,,0,
Goli  Vada Pav,Schezwan,,15,5,Veg,10:00AM,10:00PM,1,,Toppings,,0,
